"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","64/1405","192/4607",0.213184002472302,0.76263846408485,0.664452621340323,"3563/5106/2322/23239/5155/7533/5594/10161/3911/5728/2788/9586/6850/8115/3678/3480/80310/2309/2791/5578/930/898/7039/3560/5526/146850/3915/7532/2057/2323/5525/59345/1942/2885/6696/5934/7450/1975/1298/7099/54331/3674/5605/3688/4609/3693/7057/3566/5294/1436/3676/92579/56034/3326/5521/117145/7097/5562/9470/6794/3691/5293/356/3655",64
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","41/1405","120/4607",0.215074208812123,0.76263846408485,0.664452621340323,"71/5155/5594/29780/3911/5728/10398/7791/6714/3678/3480/80310/5578/5058/3915/87/64098/394/2885/6696/5062/3611/7450/1298/387/3674/3688/2889/3693/2317/7057/3676/56034/5829/3691/1499/5500/824/5293/4660/3655",41
"hsa04137","Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","31/1405","89/4607",0.21588534983325,0.76263846408485,0.664452621340323,"25813/23786/665/6714/22800/5868/9958/2309/51024/11345/267/10241/7030/65018/221960/51622/9927/23770/55288/6667/54543/107986346/11331/285973/7314/6233/81631/7316/9451/4077/192111",31
"hsa04148","Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","39/1405","114/4607",0.219425993257745,0.764586687725979,0.666150021047088,"1850/5594/10326/5732/140885/100133941/5868/102/8578/1847/19/3988/23411/2057/1374/5175/5777/246/682/5029/5627/89790/5605/3693/7057/5743/64805/1432/488/24145/383/834/1524/84868/712/713/4953/6513/1844",39
"hsa00604","Metabolism","Glycan biosynthesis and metabolism","hsa00604","Glycosphingolipid biosynthesis - ganglio series","5/1405","11/4607",0.221141995834591,0.764586687725979,0.666150021047088,"6483/30815/8705/6482/3074",5
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","27/1405","77/4607",0.223695125743738,0.765272798596999,0.666747798615685,"10379/5594/26253/338339/64581/6850/6714/22800/5530/868/3553/5058/5534/3709/2207/387/5743/1432/51266/834/5580/6773/841/6772/8844/5293/114548",27
"hsa00511","Metabolism","Glycan biosynthesis and metabolism","hsa00511","Other glycan degradation","6/1405","14/4607",0.231899933953466,0.776984314792541,0.676951516369858,"175/4758/4123/64772/2517/3074",6
"hsa00790","Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","6/1405","14/4607",0.231899933953466,0.776984314792541,0.676951516369858,"8644/2643/8836/1719/5860/249",6
"hsa05134","Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","17/1405","47/4607",0.241929536564442,0.781281748323661,0.680695677081992,"23786/3689/3553/3606/3684/1915/3304/4671/2919/7099/3329/3310/7097/834/841/1378/7100",17
"hsa00380","Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","8/1405","20/4607",0.242708541783301,0.781281748323661,0.680695677081992,"847/1892/26/3620/55526/8564/8942/1545",8
"hsa04913","Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","8/1405","20/4607",0.242708541783301,0.781281748323661,0.680695677081992,"8644/115/654/3480/122970/5743/8605/1545",8
"hsa04611","Organismal Systems","Immune system","hsa04611","Platelet activation","29/1405","84/4607",0.24288759143551,0.781281748323661,0.680695677081992,"71/5594/4067/115/5023/6850/6714/2771/5739/51206/146850/3709/695/6915/7450/2207/387/8773/3674/3688/5294/2811/64805/1432/8605/6916/5500/5293/2212",29
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","9/1405","23/4607",0.24520227178158,0.781281748323661,0.680695677081992,"55556/3099/2203/230/7167/5209/5214/3098/3101",9
"hsa01200","Metabolism","Global and overview maps","hsa01200","Carbon metabolism","29/1405","85/4607",0.266997935676212,0.826752883706952,0.720312633901766,"84532/847/4199/6472/3099/6888/1892/48/2746/2203/230/3418/7167/9563/4190/5214/3098/5315/4191/4329/2597/8277/22934/2271/5096/3101/51/10873/2023",29
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","19/1405","54/4607",0.269085094110842,0.826752883706952,0.720312633901766,"51082/3665/57506/6351/6352/3553/3606/81030/3661/29800/3627/51728/4210/1777/834/841/3428/9447/114548",19
"hsa05200","Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","102/1405","317/4607",0.269521225503901,0.826752883706952,0.720312633901766,"4040/3563/1438/2308/10928/2322/5155/5594/10161/637/3911/5728/115/5371/10587/1612/5732/3460/9252/2788/3162/4257/4318/2771/23401/861/3480/1439/2034/2791/5578/28514/898/7039/3560/890/1870/5900/3915/8031/4259/2057/2323/54583/8321/59345/51176/2033/4258/2885/332/1030/8030/1871/54331/23604/6667/3568/387/7704/5292/3674/1495/5605/3688/23462/4609/5727/11186/3566/1436/4149/5743/1488/578/3326/8648/2271/1050/2768/6773/1163/115727/4853/25780/841/3728/6500/6688/6772/6932/7048/1499/6513/5293/356/2948/2944/2947/6775/3655/2946",102
"hsa01230","Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","17/1405","48/4607",0.274493596615312,0.826752883706952,0.720312633901766,"586/6472/6888/5832/48/230/3418/2752/7167/5214/5315/2597/8277/22934/383/27430/2023",17
"hsa00230","Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","26/1405","76/4607",0.276424141009522,0.826752883706952,0.720312633901766,"5152/115/4860/9061/26289/8833/2766/132/56953/9060/56985/10606/5148/318/4830/6240/957/6241/8654/50808/1716/272/3615/2272/2987/84284",26
"hsa05410","Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","16/1405","45/4607",0.277176029543315,0.826752883706952,0.720312633901766,"71/93589/3678/8910/5564/3674/3688/3693/488/3676/7171/5562/3691/55799/3655/4000",16
"hsa00240","Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","15/1405","42/4607",0.279824052946968,0.826752883706952,0.720312633901766,"1890/56953/7371/318/4830/978/1635/7084/7083/6240/51251/957/6241/129607/115024",15
"hsa04724","Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","15/1405","42/4607",0.279824052946968,0.826752883706952,0.720312633901766,"5594/115/2788/2771/81539/5530/2791/5578/5534/3709/59345/2752/54331/8605/6512",15
"hsa04260","Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","14/1405","39/4607",0.282416355543452,0.826894734699297,0.720436222296715,"93589/1329/29796/483/482/1337/9377/1340/488/4635/7171/55799/481/7388",14
"hsa04921","Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","30/1405","89/4607",0.288424607046098,0.836946404374838,0.729193790370305,"71/93589/5594/115/10398/29904/6714/2771/5530/5578/952/146850/10645/5534/3709/57118/3759/8536/387/5564/5605/5294/5743/8605/5562/6261/55799/4208/5500/4660",30
"hsa00330","Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","10/1405","27/4607",0.291449925497353,0.838240936164953,0.730321657743716,"55748/5832/2593/6303/26/54498/51056/383/4953/79814",10
"hsa00062","Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","7/1405","18/4607",0.294139602530016,0.838555884405748,0.730596057992377,"10449/1892/122970/5538/117145/51144/11332",7
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","26/1405","77/4607",0.303305599772471,0.857167999356983,0.746811957334505,"5594/3939/3460/3162/7076/3480/5578/3099/54583/230/2033/1536/5209/5214/3945/3098/7099/4055/2597/8569/5605/9470/3101/6513/5293/2023",26
"hsa04520","Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","21/1405","62/4607",0.324259305229204,0.908485122409407,0.79152226049597,"71/7525/5594/5797/10398/6714/3480/5792/83605/87/51176/2033/5777/387/1495/5795/6932/7048/1499/52/10163",21
"hsa04540","Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","17/1405","50/4607",0.343553527312113,0.953626634544506,0.830852031392622,"5155/5594/115/81027/84617/6714/2771/80310/5578/3709/203068/7280/2885/5605/56034/1453/7846",17
"hsa04022","Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","28/1405","85/4607",0.349141257076744,0.953626634544506,0.830852031392622,"8660/5594/115/9586/10398/2771/5581/5530/483/482/10105/146850/5534/3709/387/5605/4205/2969/8654/5294/488/2768/7416/140/481/4208/5500/493",28
"hsa04144","Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","62/1405","194/4607",0.351897765081829,0.953626634544506,0.830852031392622,"11031/58533/5371/51160/80230/6714/60682/27131/5868/8853/26119/30845/868/50807/3480/8766/23327/3134/3560/27128/29924/3800/51324/56904/3304/3133/9230/3135/119016/3107/91782/116984/30844/3310/387/23096/6643/1211/10093/10095/8724/84440/2352/23550/2350/22905/10890/1173/830/9265/116988/1175/9135/23527/1212/10092/116987/7048/10097/274/26056/51100",62
"hsa04960","Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","7/1405","19/4607",0.352108295831817,0.953626634544506,0.830852031392622,"5594/5578/23327/483/482/481/5293",7
"hsa04713","Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","14/1405","41/4607",0.360086588201469,0.967174720375846,0.842655869736364,"8911/5594/115/9252/2788/2771/2791/5578/59345/54331/8912/6261/8864/8863",14
"hsa04918","Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","13/1405","38/4607",0.366111280010512,0.975296442650954,0.849731961370386,"115/9586/5578/483/2882/482/3709/432/9601/433/2878/2876/481",13
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","56/1405","176/4607",0.376884008157985,0.994484204785537,0.8664493962342,"5594/5728/115/3689/115650/8881/9586/4085/5530/1031/898/9519/3134/3560/119504/890/1870/51433/4049/6416/3109/3108/5534/3133/3122/5902/958/3135/3112/3115/3113/3123/3111/3117/3107/2033/3119/920/1030/1871/4055/5605/9232/4609/916/8295/7850/915/3127/7132/6688/7416/7048/3932/6513/5293",56
"hsa04750","Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","17/1405","51/4607",0.379433973518174,0.994484204785537,0.8664493962342,"115/5732/6714/5581/5578/3553/3709/5029/239/1432/8605/5580/2150/3556/5606/5500/5293",17
"hsa04664","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","16/1405","48/4607",0.386006160785192,0.996366040310224,0.868088954958543,"5594/3635/4067/6850/5578/241/6416/695/2885/2207/5605/1432/8605/2206/5606/5293",16
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","30/1405","93/4607",0.392832134610233,0.996366040310224,0.868088954958543,"5106/2308/8660/5594/5728/847/114907/3480/2309/4303/8743/11345/23411/2033/2885/5934/1030/5564/5605/6648/1432/7874/92579/5562/6794/10365/604/7048/5293/356",30
"hsa04936","Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","30/1405","93/4607",0.392832134610233,0.996366040310224,0.868088954958543,"2308/2309/728/3553/23765/9663/10645/6416/23411/1374/3661/51176/2919/7099/5564/2194/6434/1432/719/7132/5562/51/841/51094/6932/712/713/5606/1499/356",30
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","9/1405","26/4607",0.39386842561168,0.996366040310224,0.868088954958543,"26119/10577/19/3988/4864/6646/4043/1593/7416",9
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","34/1405","106/4607",0.396413705309255,0.996366040310224,0.868088954958543,"10379/4599/4600/637/3665/51284/868/57506/898/3553/3560/3304/3661/7099/3310/4938/5610/4940/4939/916/578/9451/7097/915/27102/6773/6504/940/841/64135/6772/2213/5293/356",34
"hsa00760","Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","8/1405","23/4607",0.402072811830414,0.996366040310224,0.868088954958543,"54981/4860/952/56953/683/23411/10135/65220",8
"hsa04062","Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","37/1405","116/4607",0.40466803130454,0.996366040310224,0.868088954958543,"5594/4067/115/7074/2788/6714/2771/2833/1236/6348/6351/2309/2791/3055/6352/5058/146850/59345/2885/3627/5197/2919/5473/6374/54331/653361/387/10663/1230/1232/5294/5829/5580/1524/6773/6772/5293",37
"hsa04152","Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","28/1405","87/4607",0.404677899449076,0.996366040310224,0.868088954958543,"81617/5106/2308/8660/9586/29904/3480/2309/5526/890/10645/23411/9230/1374/2203/5525/5209/5214/5564/2194/55437/92579/10890/5521/5562/6794/51094/5293",28
"hsa01040","Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","6/1405","17/4607",0.420905546567168,0.999999783416722,0.871254872029468,"3992/122970/3295/51144/51/11332",6
"hsa00270","Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","11/1405","33/4607",0.425065220084276,0.999999783416722,0.871254872029468,"3939/586/7263/191/4190/84245/3945/4191/2729/1786/27430",11
"hsa04922","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","20/1405","62/4607",0.428049352997076,0.999999783416722,0.871254872029468,"5106/2308/3939/9586/5836/5530/5534/3709/23411/1374/2203/5834/2033/5214/3945/5315/5564/92579/5562/6513",20
"hsa05414","Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","15/1405","46/4607",0.431859508131743,0.999999783416722,0.871254872029468,"71/93589/115/3678/8910/3674/3688/3693/488/3676/7171/3691/55799/3655/4000",15
"hsa00515","Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","5/1405","14/4607",0.432064882599737,0.999999783416722,0.871254872029468,"148789/10585/6487/2683/27087",5
"hsa04630","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","28/1405","88/4607",0.432865675158765,0.999999783416722,0.871254872029468,"3563/1438/10379/5155/9063/3588/3460/1439/2273/3560/2057/9466/23529/2033/5777/2885/8651/3568/5292/4609/3566/50615/9021/163702/6773/6772/5293/6775",28
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","36/1405","114/4607",0.435088207591776,0.999999783416722,0.871254872029468,"10379/7533/5594/4599/4600/637/3665/9080/57506/7122/3434/1870/7532/3661/2885/3627/1871/5605/4609/4938/5610/4940/4939/91543/9021/578/9451/5521/27102/6773/7132/841/6772/1499/5293/356",36
"hsa00601","Metabolism","Glycan biosynthesis and metabolism","hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series","4/1405","11/4607",0.445040149994949,0.999999783416722,0.871254872029468,"2651/6484/6487/2683",4
"hsa04392","Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","4/1405","11/4607",0.445040149994949,0.999999783416722,0.871254872029468,"83937/9770/5058/11186",4
"hsa04975","Organismal Systems","Digestive system","hsa04975","Fat digestion and absorption","4/1405","11/4607",0.445040149994949,0.999999783416722,0.871254872029468,"19/10554/10555/84649",4
"hsa03320","Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","13/1405","40/4607",0.44998535298295,0.999999783416722,0.871254872029468,"5106/2171/4199/123/51703/1374/2710/3611/1593/2180/7316/51/10873",13
"hsa05135","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","34/1405","109/4607",0.473140100643583,0.999999783416722,0.871254872029468,"71/5594/8874/6714/8935/3678/3553/3606/6416/3661/6197/920/7099/387/5605/3688/10093/10095/4210/1432/3676/5829/834/6196/10092/926/925/5606/10097/3932/5293/2212/10163/114548",34
"hsa04070","Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","21/1405","67/4607",0.486090324491819,0.999999783416722,0.871254872029468,"3613/8897/5305/3635/5728/8760/9107/5289/5578/1608/3709/8871/1606/1609/64419/3707/3628/5287/3631/5293/3633",21
"hsa04723","Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","21/1405","67/4607",0.486090324491819,0.999999783416722,0.871254872029468,"4731/5594/115/2788/2771/2791/5578/4712/3709/54539/59345/221955/4722/4718/54331/4723/4725/5743/1432/55967/11343",21
"hsa04710","Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","9/1405","28/4607",0.495667848145451,0.999999783416722,0.871254872029468,"6095/5564/5562/1453/9975/6500/6097/8864/8863",9
"hsa00650","Metabolism","Carbohydrate metabolism","hsa00650","Butanoate metabolism","5/1405","15/4607",0.501641050793461,0.999999783416722,0.871254872029468,"7915/622/1892/79944/18",5
"hsa00640","Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","8/1405","25/4607",0.510123376914297,0.999999783416722,0.871254872029468,"3939/84532/1892/18/3945/4329/5096/51",8
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","56/1405","183/4607",0.516311043232731,0.999999783416722,0.871254872029468,"1850/93589/8911/2322/5155/5594/9252/22800/5530/3480/80310/5578/7039/1326/1847/3553/5058/6416/3727/5534/3304/2323/6197/1942/2885/5062/3925/3310/8569/5605/4609/51295/1436/4149/1432/8605/4216/56034/8912/2768/6196/7132/1845/115727/25780/3556/55799/1848/4208/5606/9448/7048/7867/356/1844/777",56
"hsa04330","Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","14/1405","45/4607",0.520630501546059,0.999999783416722,0.871254872029468,"83464/7088/28514/2033/7090/3516/3955/8650/5663/23462/1488/151636/7089/4853",14
"hsa00410","Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","7/1405","22/4607",0.526460797433608,0.999999783416722,0.871254872029468,"55748/1892/54498/18/4329/221/51",7
"hsa04931","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","23/1405","75/4607",0.531191837540217,0.999999783416722,0.871254872029468,"5106/2308/8660/5728/9586/79660/5581/5836/5792/1374/5834/6197/57761/5564/92579/9021/5580/6196/7132/5562/5500/6513/5293",23
"hsa04213","Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","13/1405","42/4607",0.532744090094807,0.999999783416722,0.871254872029468,"2308/8660/115/847/3480/2309/3304/23411/3310/5564/6648/5562/5293",13
"hsa04370","Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","13/1405","42/4607",0.532744090094807,0.999999783416722,0.871254872029468,"5594/6714/5530/5578/5534/5605/5743/1432/9047/8605/5829/7867/5293",13
"hsa04218","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","36/1405","118/4607",0.534283642198083,0.999999783416722,0.871254872029468,"2308/5594/5728/22800/1875/5530/2309/898/3134/890/1870/5534/3709/23411/3133/3135/1874/3107/5934/3486/5928/1030/4683/1871/10111/5605/4609/677/1432/10114/7416/5606/7048/5500/824/5293",36
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","22/1405","72/4607",0.540552589442355,0.999999783416722,0.871254872029468,"2308/5155/5594/5728/9586/4318/3480/80310/898/7039/1870/51176/2033/2885/1871/5605/56034/3326/7850/6932/1499/5293",22
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","45/1405","148/4607",0.541554171013869,0.999999783416722,0.871254872029468,"4689/9619/5594/637/4067/6714/4318/3665/5530/6348/5578/6352/8743/3553/19/3606/6416/5534/3304/958/7494/3661/6403/8795/959/1536/2919/7099/3329/653361/3310/387/6648/22926/1432/9451/3326/7097/834/7132/841/5606/5293/356/114548",45
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","9/1405","29/4607",0.544901289200321,0.999999783416722,0.871254872029468,"5594/8031/51176/8030/5605/4609/578/6932/1499",9
"hsa00520","Metabolism","Carbohydrate metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","12/1405","39/4607",0.545774648816426,0.999999783416722,0.871254872029468,"5973/91373/3099/55907/3098/2584/80896/3101/55577/51706/6675/3074",12
"hsa04925","Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","15/1405","49/4607",0.54712218915852,0.999999783416722,0.871254872029468,"8911/115/9586/5581/5578/483/482/3709/57118/221955/8536/25865/8912/481/493",15
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","47/1405","155/4607",0.55015486726186,0.999999783416722,0.871254872029468,"5594/637/115/3588/5732/2788/9586/6714/2771/5530/6348/6351/2791/5578/6352/3553/3134/1870/5534/3709/3133/3661/3135/6890/59345/6891/3107/2885/6892/1871/54331/6667/387/5605/1230/1232/4609/5743/1432/578/5829/2768/7132/841/1499/5293/356",47
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","37/1405","122/4607",0.551162118173696,0.999999783416722,0.871254872029468,"71/2017/5594/7074/6714/22800/4318/3678/3480/5578/5329/1514/5058/3709/8321/10855/5777/2885/1975/7099/387/288/5605/3688/4609/3693/7057/5727/1432/960/7097/5829/1499/5500/5293/356/4660",37
"hsa04020","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","30/1405","99/4607",0.555312973495712,0.999999783416722,0.871254872029468,"8911/5155/10800/115/5023/5724/5530/80310/93129/5578/255231/7039/952/10105/5534/3709/57118/57192/8536/6915/80228/488/5026/56034/8912/3707/6261/7416/493/777",30
"hsa04150","Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","33/1405","109/4607",0.556957136727883,0.999999783416722,0.871254872029468,"4040/81617/5594/5728/2887/79899/3480/5578/9706/51256/107080638/9663/55004/55615/8321/6197/2885/1975/153129/387/5605/10542/55437/6249/58528/6196/7132/96459/5562/9470/6794/253260/5293",33
"hsa04971","Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","11/1405","36/4607",0.559878145502082,0.999999783416722,0.871254872029468,"71/3772/115/760/2771/5578/483/482/3709/3759/481",11
"hsa05235","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","23/1405","76/4607",0.561433894335599,0.999999783416722,0.871254872029468,"5594/5728/3460/5530/116071/10538/5534/920/5777/29126/7099/5605/916/1432/7097/915/940/6772/5606/3932/5293/919/55509",23
"hsa04657","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","16/1405","53/4607",0.571507419724815,0.999999783416722,0.871254872029468,"5594/4318/3934/3553/23765/51433/3727/3627/2919/6374/5743/1432/3326/841/6280/6279",16
"hsa04072","Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","28/1405","93/4607",0.57231190804661,0.999999783416722,0.871254872029468,"56894/5155/5594/10161/115/6850/22800/80310/5578/27128/1608/5900/146850/10554/2885/1606/2207/1609/387/5605/10555/5294/8605/56034/9265/2768/2206/5293",28
"hsa04730","Organismal Systems","Nervous system","hsa04730","Long-term depression","10/1405","33/4607",0.575253243671366,0.999999783416722,0.871254872029468,"5594/4067/2771/3480/5578/3709/5605/8605/2768/6261",10
"hsa05208","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","43/1405","143/4607",0.576916485625299,0.999999783416722,0.871254872029468,"4731/5594/8644/5728/1329/3162/847/4257/6714/29796/2309/10105/4259/4712/6416/54539/1337/4722/4258/2885/25865/4718/2053/4723/653361/5605/4725/9377/6648/1340/1432/55967/5580/5795/7416/52/5293/2948/2944/2947/1545/7388/2946",43
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","21/1405","70/4607",0.581491141534261,0.999999783416722,0.871254872029468,"5594/3460/2771/6348/6352/3553/6416/7099/916/1432/5521/7097/915/7132/841/712/713/7048/5293/356/919",21
"hsa03250","Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","15/1405","50/4607",0.583916289110277,0.999999783416722,0.871254872029468,"4599/4600/4300/9638/9972/200315/100913187/5045/5478/2033/920/684/256987/85363/22936",15
"hsa00670","Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","4/1405","13/4607",0.594991027452277,0.999999783416722,0.871254872029468,"6472/10588/1719/4524",4
"hsa04360","Organismal Systems","Development and regeneration","hsa04360","Axon guidance","28/1405","94/4607",0.598989059916569,0.999999783416722,0.871254872029468,"5594/1808/10398/2041/6714/2771/5530/5578/10154/5058/3985/5534/2242/1942/84628/5062/3611/5998/387/3688/3983/5727/2048/659/64218/2043/22885/5293",28
"hsa00565","Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","6/1405","20/4607",0.602842883614536,0.999999783416722,0.871254872029468,"56994/7941/8540/8605/255043/151056",6
"hsa04810","Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","41/1405","138/4607",0.612957834855178,0.999999783416722,0.871254872029468,"71/5155/5594/28984/5305/23191/8874/3689/7074/10398/6714/22800/3678/80310/3684/3687/5058/3985/87/5062/2934/387/3674/5605/3688/10093/10095/3693/3676/56034/5829/2768/10788/3691/10092/5500/10097/5293/10163/4660/3655",41
"hsa01524","Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","17/1405","58/4607",0.627137782422037,0.999999783416722,0.871254872029468,"5594/637/4257/4259/538/1317/4258/332/578/7155/841/5293/356/2948/2944/2947/2946",17
"hsa05207","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","30/1405","102/4607",0.632042900619248,0.999999783416722,0.871254872029468,"5594/115/9586/9314/85315/4257/6714/2771/5578/28514/4259/6197/3838/4258/2885/332/2053/5605/4609/3326/3836/6196/4853/604/5293/2948/2944/2947/1545/2946",30
"hsa00030","Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","7/1405","24/4607",0.632053033422128,0.999999783416722,0.871254872029468,"6888/2203/230/9563/5214/8277/22934",7
"hsa05132","Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","59/1405","200/4607",0.649358683978845,0.999999783416722,0.871254872029468,"71/5594/23191/81027/84617/10398/5868/83547/5289/8743/3553/6188/27128/3606/302/5058/3800/6416/4671/4074/203068/51176/7280/8795/8655/7099/837/838/387/2597/388/5605/10093/4609/10095/7295/5294/1432/578/3326/3836/79443/6281/9265/7097/834/7132/841/6500/10092/5287/6932/7846/5606/1499/10097/5293/7100/114548",59
"hsa04919","Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","25/1405","86/4607",0.65380836188954,0.999999783416722,0.871254872029468,"71/2308/5594/6714/10499/5578/483/482/10025/2033/5214/5605/4609/488/117247/8648/4853/9611/5469/6772/481/9969/1499/6513/5293",25
"hsa00260","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","6/1405","21/4607",0.656171382849634,0.999999783416722,0.871254872029468,"9380/6472/23464/212/669/2593",6
"hsa04976","Organismal Systems","Digestive system","hsa04976","Bile secretion","8/1405","28/4607",0.657042169255152,0.999999783416722,0.871254872029468,"115/760/8714/483/482/5243/481/6513",8
"hsa04929","Organismal Systems","Endocrine system","hsa04929","GnRH secretion","10/1405","35/4607",0.659852605137816,0.999999783416722,0.871254872029468,"8911/5594/5578/3709/6696/5605/84634/8912/3783/5293",10
"hsa00100","Metabolism","Lipid metabolism","hsa00100","Steroid biosynthesis","4/1405","14/4607",0.660161485393294,0.999999783416722,0.871254872029468,"4047/2222/3988/6646",4
"hsa00250","Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","4/1405","14/4607",0.660161485393294,0.999999783416722,0.871254872029468,"7915/2746/2752/18",4
