"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04260","Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","4/520","39/4608",0.656407230032855,0.999992071608921,0.999992071608921,"7381/1349/7385/7170",4
"hsa05130","Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","14/520","135/4608",0.67441665017071,0.999992071608921,0.999992071608921,"2353/54205/9871/10383/10672/5595/4641/6093/60/8976/8797/1902/7456/5861",14
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","4/520","40/4608",0.676377485621887,0.999992071608921,0.999992071608921,"5925/5595/1021/5154",4
"hsa04913","Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","2/520","20/4608",0.677422188681011,0.999992071608921,0.999992071608921,"3949/5567",2
"hsa00190","Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","8/520","79/4608",0.681774756964155,0.999992071608921,0.999992071608921,"7381/54205/1349/7385/51382/374291/4709/6391",8
"hsa04914","Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","6/520","60/4608",0.685110055217218,0.999992071608921,0.999992071608921,"9133/6790/5595/29945/996/5567",6
"hsa04921","Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","9/520","89/4608",0.688008119502397,0.999992071608921,0.999992071608921,"2353/5595/5533/5532/6093/60/817/805/5567",9
"hsa04621","Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","14/520","137/4608",0.695974233678996,0.999992071608921,0.999992071608921,"596/3454/5595/84557/140609/55669/331/7188/148022/114769/22861/10628/329/9140",14
"hsa00040","Metabolism","Carbohydrate metabolism","hsa00040","Pentose and glucuronate interconversions","1/520","10/4608",0.698391278731481,0.999992071608921,0.999992071608921,"6120",1
"hsa00630","Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","2/520","21/4608",0.703650677088922,0.999992071608921,0.999992071608921,"50/6470",2
"hsa01240","Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","10/520","100/4608",0.706283976028599,0.999992071608921,0.999992071608921,"205/6470/124454/25902/29925/80025/51601/55312/4338/790",10
"hsa01212","Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","4/520","42/4608",0.713856280674572,0.999992071608921,0.999992071608921,"9374/6319/2181/35",4
"hsa04922","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","6/520","62/4608",0.715869783466258,0.999992071608921,0.999992071608921,"5533/5532/817/1386/805/5567",6
"hsa03022","Genetic Information Processing","Transcription","hsa03022","Basal transcription factors","3/520","32/4608",0.717113385302629,0.999992071608921,0.999992071608921,"6873/6881/6879",3
"hsa05032","Human Diseases","Substance dependence","hsa05032","Morphine addiction","3/520","32/4608",0.717113385302629,0.999992071608921,0.999992071608921,"27115/10681/5567",3
"hsa05014","Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","25/520","243/4608",0.723476362091812,0.999992071608921,0.999992071608921,"10671/8878/596/7381/54205/1349/10383/7385/6432/5533/5532/7175/60/84557/25978/8021/203228/3831/374291/4709/2521/220988/129401/5861/6391",25
"hsa00052","Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","2/520","22/4608",0.728080567060227,0.999992071608921,0.999992071608921,"2592/55276",2
"hsa00410","Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","2/520","22/4608",0.728080567060227,0.999992071608921,0.999992071608921,"35/51380",2
"hsa00601","Metabolism","Glycan biosynthesis and metabolism","hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series","1/520","11/4608",0.732501007974549,0.999992071608921,0.999992071608921,"10678",1
"hsa00604","Metabolism","Glycan biosynthesis and metabolism","hsa00604","Glycosphingolipid biosynthesis - ganglio series","1/520","11/4608",0.732501007974549,0.999992071608921,0.999992071608921,"8869",1
"hsa04015","Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","11/520","112/4608",0.733789792590468,0.999992071608921,0.999992071608921,"5595/5898/60/9855/1902/7094/5154/51735/10636/805/5906",11
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","11/520","112/4608",0.733789792590468,0.999992071608921,0.999992071608921,"2353/10038/596/54205/5595/5170/60/8797/331/4170/329",11
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","21/520","207/4608",0.73463135716496,0.999992071608921,0.999992071608921,"4799/3454/5925/5595/92359/7337/545/51382/1021/6655/4855/6934/3993/1108/148022/81029/6654/3685/5515/3996/5567",21
"hsa04730","Organismal Systems","Nervous system","hsa04730","Long-term depression","3/520","33/4608",0.736790124850832,0.999992071608921,0.999992071608921,"10672/5595/5515",3
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","3/520","33/4608",0.736790124850832,0.999992071608921,0.999992071608921,"5925/5595/1613",3
"hsa04072","Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","9/520","93/4608",0.737748798475503,0.999992071608921,0.999992071608921,"55326/10672/5595/5898/6655/1902/5154/2549/6654",9
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","12/520","122/4608",0.737868766183198,0.999992071608921,0.999992071608921,"2353/596/3454/54205/5925/5595/6655/1388/148022/1386/6654/4214",12
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","6/520","64/4608",0.744499690279854,0.999992071608921,0.999992071608921,"5925/5595/1021/6655/6654/867",6
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","14/520","142/4608",0.746039513930407,0.999992071608921,0.999992071608921,"2353/3454/54205/5925/5595/5533/5532/1021/10681/84557/6934/718/148022/805",14
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","4/520","44/4608",0.748056696136475,0.999992071608921,0.999992071608921,"64343/80143/4214/9140",4
"hsa05132","Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","20/520","200/4608",0.754094053582381,0.999992071608921,0.999992071608921,"2353/10671/6990/51143/596/10627/54205/9842/10383/5595/5898/60/8976/8797/3840/4636/6934/26263/3831/329",20
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","11/520","114/4608",0.754893631282569,0.999992071608921,0.999992071608921,"3454/54205/5925/5595/8554/1021/6655/148022/6654/3949/5515",11
"hsa04727","Organismal Systems","Nervous system","hsa04727","GABAergic synapse","3/520","34/4608",0.755369295658926,0.999992071608921,0.999992071608921,"54407/10681/5567",3
"hsa05208","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","14/520","143/4608",0.755373795472656,0.999992071608921,0.999992071608921,"2353/196/7381/1349/7385/5595/6655/5170/374291/4709/6654/1836/4780/6391",14
"hsa04662","Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","7/520","75/4608",0.757939655108959,0.999992071608921,0.999992071608921,"2353/5595/5533/5532/6655/6654/8915",7
"hsa05231","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","6/520","65/4608",0.758014338518506,0.999992071608921,0.999992071608921,"2353/5595/6655/5170/5154/6654",6
"hsa04022","Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","8/520","85/4608",0.758883918719994,0.999992071608921,0.999992071608921,"10672/5595/5533/5532/6093/1388/1386/805",8
"hsa00534","Metabolism","Glycan biosynthesis and metabolism","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","1/520","12/4608",0.762759758432072,0.999992071608921,0.999992071608921,"2131",1
"hsa05235","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","7/520","76/4608",0.770105380495848,0.999992071608921,0.999992071608921,"2353/5595/27436/5533/5532/10125/148022",7
"hsa04650","Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","8/520","86/4608",0.770345123753177,0.999992071608921,0.999992071608921,"3454/5595/5533/5532/6655/8797/4068/6654",8
"hsa04550","Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","6/520","66/4608",0.770998723484312,0.999992071608921,0.999992071608921,"4087/5595/92/55183/81029/4090",6
"hsa00030","Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","2/520","24/4608",0.771835860856037,0.999992071608921,0.999992071608921,"55276/6120",2
"hsa04216","Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","3/520","35/4608",0.772878407370003,0.999992071608921,0.999992071608921,"84557/2181/4891",3
"hsa05414","Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","4/520","46/4608",0.779044720869608,0.999992071608921,0.999992071608921,"60/3685/7170/5567",4
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","7/520","77/4608",0.781818745219947,0.999992071608921,0.999992071608921,"596/331/7188/148022/7329/329/8915",7
"hsa05012","Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","17/520","175/4608",0.782413203848069,0.999992071608921,0.999992071608921,"7381/54205/1349/10383/7385/57181/55669/3831/374291/4891/817/4709/1843/805/4780/5567/6391",17
"hsa04723","Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","6/520","67/4608",0.783457569426338,0.999992071608921,0.999992071608921,"5595/10681/222236/374291/4709/5567",6
"hsa04977","Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","1/520","13/4608",0.789601561220437,0.999992071608921,0.999992071608921,"6573",1
"hsa04930","Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","2/520","25/4608",0.79132164779351,0.999992071608921,0.999992071608921,"122809/5595",2
"hsa05217","Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","2/520","25/4608",0.79132164779351,0.999992071608921,0.999992071608921,"6934/81029",2
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","8/520","88/4608",0.792078761685068,0.999992071608921,0.999992071608921,"2353/5595/83737/1388/331/7188/1386/329",8
"hsa04141","Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","13/520","138/4608",0.79669766316639,0.999992071608921,0.999992071608921,"51360/596/10808/9871/4121/23471/3998/1388/23190/7095/23645/80267/4780",13
"hsa05221","Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","5/520","58/4608",0.79965283178256,0.999992071608921,0.999992071608921,"5914/5595/6655/6934/6654",5
"hsa05110","Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","3/520","37/4608",0.804816826526414,0.999992071608921,0.999992071608921,"51382/60/5567",3
"hsa01230","Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","4/520","48/4608",0.806941001137801,0.999992071608921,0.999992071608921,"50/6470/5230/6120",4
"hsa04664","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","4/520","48/4608",0.806941001137801,0.999992071608921,0.999992071608921,"5595/6655/5170/6654",4
"hsa05100","Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","4/520","48/4608",0.806941001137801,0.999992071608921,0.999992071608921,"60/8976/2549/867",4
"hsa04923","Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","2/520","26/4608",0.80932516711783,0.999992071608921,0.999992071608921,"51099/5567",2
"hsa00061","Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","1/520","14/4608",0.813411613051856,0.999992071608921,0.999992071608921,"2181",1
"hsa00515","Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","1/520","14/4608",0.813411613051856,0.999992071608921,0.999992071608921,"55624",1
"hsa00790","Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","1/520","14/4608",0.813411613051856,0.999992071608921,0.999992071608921,"4338",1
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","6/520","70/4608",0.817751164153707,0.999992071608921,0.999992071608921,"4087/2353/5595/718/148022/5515",6
"hsa04918","Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","3/520","38/4608",0.819318876132461,0.999992071608921,0.999992071608921,"1388/1386/5567",3
"hsa00330","Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","2/520","27/4608",0.825932097418005,0.999992071608921,0.999992071608921,"8659/5033",2
"hsa04961","Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","2/520","27/4608",0.825932097418005,0.999992071608921,0.999992071608921,"163/5567",2
"hsa03250","Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","4/520","50/4608",0.831905705475795,0.999992071608921,0.999992071608921,"9146/29969/7852/7514",4
"hsa05131","Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","17/520","182/4608",0.832545084572529,0.999992071608921,0.999992071608921,"8878/596/10627/54205/5595/6093/60/84557/8976/7336/4636/7094/718/7188/1729/9140/8915",17
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","7/520","82/4608",0.833777536556471,0.999992071608921,0.999992071608921,"596/54205/5595/5170/331/3949/329",7
"hsa04980",NA,NA,"hsa04980","Cobalamin transport and metabolism","1/520","15/4608",0.834531761335059,0.999992071608921,0.999992071608921,"4552",1
"hsa04659","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","7/520","83/4608",0.842897102365463,0.999992071608921,0.999992071608921,"4087/2353/196/5914/5595/5533/5532",7
"hsa04966","Organismal Systems","Excretory system","hsa04966","Collecting duct acid secretion","1/520","16/4608",0.853265374247267,0.999992071608921,0.999992071608921,"51382",1
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","5/520","63/4608",0.854427576632695,0.999992071608921,0.999992071608921,"4087/5925/5595/1021/5898",5
"hsa00010","Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","3/520","41/4608",0.857432067085135,0.999992071608921,0.999992071608921,"83440/5230/55276",3
"hsa03410","Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","3/520","41/4608",0.857432067085135,0.999992071608921,0.999992071608921,"5983/10038/6996",3
"hsa05412","Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","3/520","41/4608",0.857432067085135,0.999992071608921,0.999992071608921,"60/6934/3685",3
"hsa04371","Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","7/520","85/4608",0.859934660172402,0.999992071608921,0.999992071608921,"4087/10672/5595/10681/84557/805/5567",7
"hsa04270","Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","5/520","64/4608",0.86374349920497,0.999992071608921,0.999992071608921,"10672/5595/6093/805/5567",5
"hsa04919","Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","7/520","86/4608",0.867872973526005,0.999992071608921,0.999992071608921,"5595/7067/5170/60/4855/3685/5567",7
"hsa00240","Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","3/520","42/4608",0.868476358347485,0.999992071608921,0.999992071608921,"54963/1633/790",3
"hsa04370","Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","3/520","42/4608",0.868476358347485,0.999992071608921,0.999992071608921,"5595/5533/5532",3
"hsa01040","Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","1/520","17/4608",0.869881664619963,0.999992071608921,0.999992071608921,"6319",1
"hsa05152","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","11/520","128/4608",0.870618418975741,0.999992071608921,0.999992071608921,"596/54205/5595/5533/5532/718/817/1054/3313/805/8915",11
"hsa00071","Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","2/520","31/4608",0.880073255306084,0.999992071608921,0.999992071608921,"2181/35",2
"hsa04150","Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","9/520","109/4608",0.881477171637603,0.999992071608921,0.999992071608921,"8649/5595/51382/6655/5170/6502/81029/51719/6654",9
"hsa00062","Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","1/520","18/4608",0.884619528788471,0.999992071608921,0.999992071608921,"9374",1
"hsa05204","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","1/520","18/4608",0.884619528788471,0.999992071608921,0.999992071608921,"374875",1
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","9/520","110/4608",0.887762185930835,0.999992071608921,0.999992071608921,"51143/8417/10383/9554/51382/60/9146/718/3685",9
"hsa04137","Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","7/520","89/4608",0.889496095319321,0.999992071608921,0.999992071608921,"8878/9804/84557/55669/64750/27342/57154",7
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","12/520","142/4608",0.89234086255459,0.999992071608921,0.999992071608921,"55869/5925/5595/7337/1021/1388/1108/718/7188/6502/1386/5567",12
"hsa04932","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","9/520","111/4608",0.893770125665668,0.999992071608921,0.999992071608921,"2353/7381/54205/1349/7385/83737/374291/4709/6391",9
"hsa04330","Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","3/520","45/4608",0.897207572798611,0.999992071608921,0.999992071608921,"83737/196403/4855",3
"hsa05410","Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","3/520","45/4608",0.897207572798611,0.999992071608921,0.999992071608921,"60/3685/7170",3
"hsa05020","Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","15/520","174/4608",0.898839892830367,0.999992071608921,0.999992071608921,"7381/54205/1349/10383/7385/5595/5533/5532/1388/3831/374291/4709/1386/5567/6391",15
"hsa00564","Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","4/520","57/4608",0.899013786401282,0.999992071608921,0.999992071608921,"55326/8443/55500/10390",4
"hsa05322","Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","2/520","33/4608",0.900882222238926,0.999992071608921,0.999992071608921,"6632/718",2
"hsa05415","Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","10/520","123/4608",0.901909174798104,0.999992071608921,0.999992071608921,"4087/7381/1349/7385/5166/374291/817/2673/4709/6391",10
"hsa00860","Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","1/520","20/4608",0.909284047670401,0.999992071608921,0.999992071608921,"124454",1
"hsa03430","Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","1/520","20/4608",0.909284047670401,0.999992071608921,0.999992071608921,"5983",1
"hsa04929","Organismal Systems","Endocrine system","hsa04929","GnRH secretion","2/520","35/4608",0.918285772439883,0.999992071608921,0.999992071608921,"5595/7220",2
"hsa04024","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","7/520","94/4608",0.918914351645987,0.999992071608921,0.999992071608921,"2353/5595/6093/817/805/5906/5567",7
"hsa00260","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","1/520","21/4608",0.919565716199475,0.999992071608921,0.999992071608921,"6470",1
"hsa00980","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","1/520","21/4608",0.919565716199475,0.999992071608921,0.999992071608921,"374875",1
"hsa02010","Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","1/520","21/4608",0.919565716199475,0.999992071608921,0.999992071608921,"5825",1
"hsa04062","Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","9/520","116/4608",0.919936380086576,0.999992071608921,0.999992071608921,"5595/6655/6093/10681/6654/3702/7852/5906/5567",9
"hsa03008","Genetic Information Processing","Translation","hsa03008","Ribosome biogenesis in eukaryotes","4/520","61/4608",0.925681015459511,0.999992071608921,0.999992071608921,"51068/55781/23195/7514",4
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","4/520","62/4608",0.931273621217668,0.999992071608921,0.999992071608921,"4087/596/5595/1729",4
"hsa00480","Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","2/520","37/4608",0.932787615617606,0.999992071608921,0.999992071608921,"79017/2686",2
"hsa04970","Organismal Systems","Digestive system","hsa04970","Salivary secretion","2/520","37/4608",0.932787615617606,0.999992071608921,0.999992071608921,"805/5567",2
"hsa00051","Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","1/520","23/4608",0.936770469750676,0.999992071608921,0.999992071608921,"29925",1
"hsa04931","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","5/520","75/4608",0.936996959704684,0.999992071608921,0.999992071608921,"90673/5170/8473/2673/10998",5
"hsa04750","Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","3/520","51/4608",0.938358267023911,0.999992071608921,0.999992071608921,"817/805/5567",3
"hsa04152","Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","6/520","87/4608",0.938802325861639,0.999992071608921,0.999992071608921,"5862/5170/51552/6319/51719/5515",6
"hsa04020","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","7/520","99/4608",0.941308052828346,0.999992071608921,0.999992071608921,"5533/5532/5154/817/7852/805/5567",7
"hsa00230","Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","5/520","76/4608",0.941476778686397,0.999992071608921,0.999992071608921,"2618/205/27115/1633/55276",5
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","5/520","77/4608",0.945668124476106,0.999992071608921,0.999992071608921,"596/5595/5163/5230/817",5
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","5/520","77/4608",0.945668124476106,0.999992071608921,0.999992071608921,"5595/5533/5532/805/8915",5
"hsa05022","Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","25/520","292/4608",0.951102319944259,0.999992071608921,0.999992071608921,"10671/8878/596/7381/54205/1349/55081/10383/7385/5595/5533/5532/84557/55669/25978/203228/3831/374291/817/4709/81029/2521/805/5861/6391",25
"hsa03420","Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","3/520","54/4608",0.952650520570033,0.999992071608921,0.999992071608921,"5983/5440/2072",3
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","3/520","54/4608",0.952650520570033,0.999992071608921,0.999992071608921,"5440/10621/11128",3
"hsa05171","Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","12/520","158/4608",0.953707875605313,0.999992071608921,0.999992071608921,"2353/3454/6173/5595/4736/6229/51065/6204/718/6125/6208/6138",12
"hsa00310","Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","2/520","41/4608",0.954805191014009,0.999992071608921,0.999992071608921,"56950/58508",2
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","2/520","41/4608",0.954805191014009,0.999992071608921,0.999992071608921,"54963/8824",2
"hsa04061","Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","2/520","41/4608",0.954805191014009,0.999992071608921,0.999992071608921,"8797/7852",2
"hsa04972","Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","2/520","41/4608",0.954805191014009,0.999992071608921,0.999992071608921,"7220/5906",2
"hsa04978","Organismal Systems","Digestive system","hsa04978","Mineral absorption","1/520","26/4608",0.955939723255403,0.999992071608921,0.999992071608921,"4891",1
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","1/520","26/4608",0.955939723255403,0.999992071608921,0.999992071608921,"3949",1
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","8/520","115/4608",0.956822973945211,0.999992071608921,0.999992071608921,"1203/135112/79158/9374/8763/256471/4891/6609",8
"hsa04658","Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","4/520","68/4608",0.957537658098597,0.999992071608921,0.999992071608921,"2353/5595/5533/5532",4
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","7/520","104/4608",0.958051473589141,0.999992071608921,0.999992071608921,"2353/8878/3454/5595/5533/5532/2354",7
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","15/520","192/4608",0.958197643036338,0.999992071608921,0.999992071608921,"596/3454/5595/1021/6655/5170/10681/1388/1902/4170/5154/1386/6654/3685/5515",15
"hsa04080","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","4/520","69/4608",0.960886394234807,0.999992071608921,0.999992071608921,"1901/7067/1902/718",4
"hsa00562","Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","3/520","57/4608",0.963802339230253,0.999992071608921,0.999992071608921,"8867/51477/22876",3
"hsa04672","Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","1/520","28/4608",0.965373806425962,0.999992071608921,0.999992071608921,"7852",1
"hsa04974","Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","1/520","28/4608",0.965373806425962,0.999992071608921,0.999992071608921,"54407",1
"hsa05140","Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","3/520","58/4608",0.966934801891151,0.999992071608921,0.999992071608921,"2353/5595/718",3
"hsa05135","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","7/520","109/4608",0.97036868812076,0.999992071608921,0.999992071608921,"2353/5595/6093/60/8976/148022/7456",7
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","4/520","73/4608",0.971980286588835,0.999992071608921,0.999992071608921,"2353/3454/5595/148022",4
"hsa01232","Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","3/520","60/4608",0.972448797625721,0.999992071608921,0.999992071608921,"205/54963/1633",3
"hsa05230","Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","2/520","46/4608",0.972753448482027,0.999992071608921,0.999992071608921,"5595/5163",2
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","1/520","30/4608",0.972790928872596,0.999992071608921,0.999992071608921,"3685",1
"hsa05164","Human Diseases","Infectious disease: viral","hsa05164","Influenza A","8/520","122/4608",0.972928076137419,0.999992071608921,0.999992071608921,"3454/54205/5595/1021/60/8797/148022/7514",8
"hsa04211","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","3/520","61/4608",0.974867820841214,0.999992071608921,0.999992071608921,"1388/1386/5567",3
"hsa05416","Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","2/520","47/4608",0.975405005880633,0.999992071608921,0.999992071608921,"54205/60",2
"hsa00620","Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","1/520","31/4608",0.97588151799148,0.999992071608921,0.999992071608921,"97",1
"hsa04060","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","7/520","112/4608",0.976074006140778,0.999992071608921,0.999992071608921,"3454/8797/3590/92/3597/7852/656",7
"hsa04148","Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","7/520","114/4608",0.979296941733241,0.999992071608921,0.999992071608921,"5595/1901/51552/196527/817/3685/23200",7
"hsa00270","Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","1/520","33/4608",0.981051013075089,0.999992071608921,0.999992071608921,"51074",1
"hsa00561","Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","1/520","33/4608",0.981051013075089,0.999992071608921,0.999992071608921,"55326",1
